-9	1
8	0
11	5.73
57	0.4
13	0
4	0
5	65.34
9	0
7	70.12
12	12.86
17	0
15	83.09
14	41.35
16	70.86
32	98.36
26	98.73
21	92.72
20	58.5
34	73.74
19	13.57
35	0
28	0
23	0
37	0
30	0.75
18	2.74
33	6.2
31	38.55
224	0
24	11.9
25	89.61
22	0
27	0
64	0
126	65.3
50	0
36	88.36
125	98.7
40	95.82
207	0
115	1.26
45	92.48
51	64.46
49	72.04
128	0
46	0
41	3.68
48	38.72
43	0.51
87	47.68
61	96.88
233	0
67	96.01
68	12.39
52	90.11
59	12.89
53	0
56	96.2
58	76.56
62	72.39
199	0
91	0
54	45.56
60	92.46
79	0
76	0
81	0
80	98.79
77	81.06
1	0
78	76.56
89	0
71	3.19
69	26.73
73	19.99
74	0
63	37.77
70	0
94	99.75
93	0.25
90	0
96	0
83	0
95	0
86	1.27
84	94.69
97	52.18
106	0
100	34.43
98	92.53
105	65.96
104	94.27
99	43.6
102	0.42
101	96.43
107	53.94
118	96.45
113	97.04
119	0.8
130	53.62
120	0.03
2	0
131	93.94
132	95.11
124	98.89
123	80.04
108	0
122	1.01
109	6.77
116	0
114	2.55
127	1.8
111	0
117	95.77
121	0
140	0
138	22.84
151	4.11
134	0
136	82.06
133	0
145	0
148	86.32
137	0
143	88.32
149	48.94
135	62.43
75	0
147	90.4
141	0
139	0.69
150	2.59
157	69.05
160	0
146	0.09
161	0
164	0
163	0
158	83.4
152	0
170	6.21
156	0.27
153	0
155	88.76
142	0
159	48.26
171	1.41
169	1.92
181	0
162	81.62
167	0
182	0
166	13.77
168	96.36
177	67.58
180	1.7
178	52.41
183	94.92
172	58.73
176	91.95
187	0
238	0
210	0
197	0
184	89.49
218	8.75
175	81.66
186	0
209	0
219	98.16
234	99.37
212	14.45
194	46.77
185	0
190	0
227	69.85
196	0
55	64.98
112	80.4
129	0
110	47.23
251	0
188	2.2
191	0
203	0
189	98.94
42	72.84
200	10.43
198	98.15
205	0.81
215	1.67
202	0
214	0
216	0
192	99.1
211	80.96
217	19.55
208	83.56
204	0
193	0
222	0
206	94.94
3	0.24
223	78.95
230	71.63
235	96.73
249	40.81
236	0
257	84.19
228	71.86
225	12.25
179	0
226	0
229	0
231	3.78
